movie_id_ml,movie_id,title,release,url
1,862,toy story,1995,http://us.imdb.com/M/title-exact?Toy%20Story%20(1995)
2,710,goldeneye,1995,http://us.imdb.com/M/title-exact?GoldenEye%20(1995)
3,5,four rooms,1995,http://us.imdb.com/M/title-exact?Four%20Rooms%20(1995)
4,8012,get shorty,1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995)
5,1710,copycat,1995,http://us.imdb.com/M/title-exact?Copycat%20(1995)
8,9598,babe,1995,http://us.imdb.com/M/title-exact?Babe%20(1995)
9,687,dead man walking,1995,http://us.imdb.com/M/title-exact?Dead%20Man%20Walking%20(1995)
17,755,from dusk till dawn,1996,http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996)
26,16388,the brothers mcmullen,1995,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)"
27,9737,bad boys,1995,http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995)
28,568,apollo 13,1995,http://us.imdb.com/M/title-exact?Apollo%2013%20(1995)
29,414,batman forever,1995,http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995)
31,8963,crimson tide,1995,http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995)
33,8068,desperado,1995,http://us.imdb.com/M/title-exact?Desperado%20(1995)
38,1642,the net,1995,"http://us.imdb.com/M/title-exact?Net,%20The%20(1995)"
42,2292,clerks,1994,http://us.imdb.com/M/title-exact?Clerks%20(1994)
43,8984,disclosure,1994,http://us.imdb.com/M/title-exact?Disclosure%20(1994)
46,20156,exotica,1994,http://us.imdb.com/M/title-exact?Exotica%20(1994)
47,522,ed wood,1994,http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994)
48,14275,hoop dreams,1994,http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994)
51,4476,legends of the fall,1994,http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994)
54,6950,outbreak,1995,http://us.imdb.com/M/title-exact?Outbreak%20(1995)
56,680,pulp fiction,1994,http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994)
63,11395,the santa clause,1994,"http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)"
64,278,the shawshank redemption,1994,"http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)"
65,1587,what's eating gilbert grape,1993,http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993)
67,3049,ace ventura: pet detective,1994,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994)
68,9495,the crow,1994,"http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)"
69,13,forrest gump,1994,http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994)
70,712,four weddings and a funeral,1994,http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994)
71,8587,the lion king,1994,"http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)"
72,854,the mask,1994,"http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)"
77,37233,the firm,1993,"http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)"
79,5503,the fugitive,1993,"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)"
81,11934,the hudsucker proxy,1994,"http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)"
82,329,jurassic park,1993,http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993)
83,11971,much ado about nothing,1993,http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993)
86,1245,the remains of the day,1993,"http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)"
89,78,blade runner,1982,http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982)
92,319,true romance,1993,http://us.imdb.com/M/title-exact?True%20Romance%20(1993)
94,771,home alone,1990,http://us.imdb.com/M/title-exact?Home%20Alone%20(1990)
96,280,terminator 2: judgment day,1991,http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991)
97,581,dances with wolves,1990,http://us.imdb.com/M/title-exact?Dances%20with%20Wolves%20(1990)
99,408,snow white and the seven dwarfs,1937,http://us.imdb.com/M/title-exact?Snow%20White%20and%20the%20Seven%20Dwarfs%20(1937)
101,11827,heavy metal,1981,http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981)
105,9099,sgt. bilko,1996,http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996)
112,36355,flipper,1996,http://us.imdb.com/M/title-exact?Flipper%20(1996)
117,9802,the rock,1996,"http://us.imdb.com/M/title-exact?Rock,%20The%20(1996)"
118,664,twister,1996,http://us.imdb.com/M/title-exact?Twister%20(1996)
120,9879,striptease,1996,http://us.imdb.com/M/title-exact?Striptease%20(1996)
122,9894,the cable guy,1996,"http://us.imdb.com/M/title-exact?Cable%20Guy,%20The%20(1996)"
124,26748,lone star,1996,http://us.imdb.com/M/title-exact?Lone%20Star%20(1996)
125,9294,phenomenon,1996,http://us.imdb.com/M/title-exact?Phenomenon%20(1996)
129,9303,bound,1996,http://us.imdb.com/M/title-exact?Bound%20(1996)
130,22479,kansas city,1996,http://us.imdb.com/M/title-exact?Kansas%20City%20(1996)
133,770,gone with the wind,1939,http://us.imdb.com/M/title-exact?Gone%20with%20the%20Wind%20(1939)
135,62,2001: a space odyssey,1968,http://us.imdb.com/M/title-exact?2001:%20A%20Space%20Odyssey%20(1968)
141,173,"20,000 leagues under the sea",1954,"http://us.imdb.com/M/title-exact?20,000%20Leagues%20Under%20the%20Sea%20(1954)"
143,15121,the sound of music,1965,"http://us.imdb.com/M/title-exact?Sound%20of%20Music,%20The%20(1965)"
144,562,die hard,1988,http://us.imdb.com/M/title-exact?Die%20Hard%20(1988)
145,10163,the lawnmower man,1992,"http://us.imdb.com/M/title-exact?Lawnmower%20Man,%20The%20(1992)"
147,11412,the long kiss goodnight,1996,"http://us.imdb.com/M/title-exact?Long%20Kiss%20Goodnight,%20The%20(1996)"
148,10586,the ghost and the darkness,1996,"http://us.imdb.com/M/title-exact?Ghost%20and%20the%20Darkness,%20The%20(1996)"
150,10218,swingers,1996,http://us.imdb.com/M/title-exact?Swingers%20(1996)
152,11561,sleeper,1973,http://us.imdb.com/M/title-exact?Sleeper%20(1973)
156,500,reservoir dogs,1992,http://us.imdb.com/M/title-exact?Reservoir%20Dogs%20(1992)
157,792,platoon,1986,http://us.imdb.com/M/title-exact?Platoon%20(1986)
160,9504,glengarry glen ross,1992,http://us.imdb.com/M/title-exact?Glengarry%20Glen%20Ross%20(1992)
161,744,top gun,1986,http://us.imdb.com/M/title-exact?Top%20Gun%20(1986)
164,2756,the abyss,1989,"http://us.imdb.com/M/title-exact?Abyss,%20The%20(1989)"
167,10765,private benjamin,1980,http://us.imdb.com/M/title-exact?Private%20Benjamin%20(1980)
172,1891,the empire strikes back,1980,"http://us.imdb.com/M/title-exact?Empire%20Strikes%20Back,%20The%20(1980)"
173,2493,the princess bride,1987,"http://us.imdb.com/M/title-exact?Princess%20Bride,%20The%20(1987)"
174,85,raiders of the lost ark,1981,http://us.imdb.com/M/title-exact?Raiders%20of%20the%20Lost%20Ark%20(1981)
175,68,brazil,1985,http://us.imdb.com/M/title-exact?Brazil%20(1985)
178,389,12 angry men,1957,http://us.imdb.com/M/title-exact?12%20Angry%20Men%20(1957)
180,28,apocalypse now,1979,http://us.imdb.com/M/title-exact?Apocalypse%20Now%20(1979)
182,769,goodfellas,1990,http://us.imdb.com/M/title-exact?GoodFellas%20(1990)
183,348,alien,1979,http://us.imdb.com/M/title-exact?Alien%20(1979)
185,539,psycho,1960,http://us.imdb.com/M/title-exact?Psycho%20(1960)
187,240,the godfather: part ii,1974,"http://us.imdb.com/M/title-exact?Godfather:%20Part%20II,%20The%20(1974)"
190,10705,henry v,1989,http://us.imdb.com/M/title-exact?Henry%20V%20(1989)
191,279,amadeus,1984,http://us.imdb.com/M/title-exact?Amadeus%20(1984)
192,1578,raging bull,1980,http://us.imdb.com/M/title-exact?Raging%20Bull%20(1980)
193,9549,the right stuff,1983,"http://us.imdb.com/M/title-exact?Right%20Stuff,%20The%20(1983)"
194,9277,the sting,1973,"http://us.imdb.com/M/title-exact?Sting,%20The%20(1973)"
195,218,the terminator,1984,"http://us.imdb.com/M/title-exact?Terminator,%20The%20(1984)"
196,207,dead poets society,1989,http://us.imdb.com/M/title-exact?Dead%20Poets%20Society%20(1989)
199,826,the bridge on the river kwai,1957,"http://us.imdb.com/M/title-exact?Bridge%20on%20the%20River%20Kwai,%20The%20(1957)"
200,694,the shining,1980,"http://us.imdb.com/M/title-exact?Shining,%20The%20(1980)"
201,765,evil dead ii,1987,http://us.imdb.com/M/title-exact?Evil%20Dead%20II%20(1987)
202,137,groundhog day,1993,http://us.imdb.com/M/title-exact?Groundhog%20Day%20(1993)
203,33,unforgiven,1992,http://us.imdb.com/M/title-exact?Unforgiven%20(1992)
204,105,back to the future,1985,http://us.imdb.com/M/title-exact?Back%20to%20the%20Future%20(1985)
205,11202,patton,1970,http://us.imdb.com/M/title-exact?Patton%20(1970)
206,149,akira,1988,http://us.imdb.com/M/title-exact?Akira%20(1988)
208,3034,young frankenstein,1974,http://us.imdb.com/M/title-exact?Young%20Frankenstein%20(1974)
210,89,indiana jones and the last crusade,1989,http://us.imdb.com/M/title-exact?Indiana%20Jones%20and%20the%20Last%20Crusade%20(1989)
216,639,when harry met sally...,1989,http://us.imdb.com/M/title-exact?When%20Harry%20Met%20Sally...%20(1989)
218,1598,cape fear,1991,http://us.imdb.com/M/title-exact?Cape%20Fear%20(1991)
219,377,a nightmare on elm street,1984,"http://us.imdb.com/M/title-exact?Nightmare%20on%20Elm%20Street,%20A%20(1984)"
220,25189,the mirror has two faces,1996,"http://us.imdb.com/M/title-exact?Mirror%20Has%20Two%20Faces,%20The%20(1996)"
222,199,star trek: first contact,1996,http://us.imdb.com/M/title-exact?Star%20Trek:%20First%20Contact%20(1996)
223,12498,sling blade,1996,http://us.imdb.com/M/title-exact?Sling%20Blade%20(1996)
226,1573,die hard 2,1990,http://us.imdb.com/M/title-exact?Die%20Hard%202%20(1990)
227,174,star trek vi: the undiscovered country,1991,http://us.imdb.com/M/title-exact?Star%20Trek%20VI:%20The%20Undiscovered%20Country%20(1991)
230,168,star trek iv: the voyage home,1986,http://us.imdb.com/M/title-exact?Star%20Trek%20IV:%20The%20Voyage%20Home%20(1986)
231,364,batman returns,1992,http://us.imdb.com/M/title-exact?Batman%20Returns%20(1992)
232,11967,young guns,1988,http://us.imdb.com/M/title-exact?Young%20Guns%20(1988)
234,578,jaws,1975,http://us.imdb.com/M/title-exact?Jaws%20(1975)
235,75,mars attacks!,1996,http://us.imdb.com/M/title-exact?Mars%20Attacks!%20(1996)
237,9390,jerry maguire,1996,http://us.imdb.com/M/title-exact?Jerry%20Maguire%20(1996)
240,3179,beavis and butt-head do america,1996,http://us.imdb.com/M/title-exact?Beavis%20and%20Butt-head%20Do%20America%20(1996)
241,9361,the last of the mohicans,1992,"http://us.imdb.com/M/title-exact?Last%20of%20the%20Mohicans,%20The%20(1992)"
244,9311,smilla's sense of snow,1997,http://us.imdb.com/M/title-exact?Smilla%27s%20Sense%20of%20Snow%20(1997)
245,4477,the devil's own,1997,http://us.imdb.com/M/title-exact?Devil%27s%20Own%2C%20The%20(1997)
246,2255,chasing amy,1997,http://us.imdb.com/M/title-exact?Chasing+Amy+(1997)
248,9434,grosse pointe blank,1997,http://us.imdb.com/M/title-exact?Grosse%20Pointe%20Blank%20%281997%29
249,816,austin powers: international man of mystery,1997,http://us.imdb.com/M/title-exact?Austin%20Powers%3A%20International%20Man%20of%20Mystery%20%281997%29
250,18,the fifth element,1997,http://us.imdb.com/M/title-exact?Fifth%20Element%2C%20The%20%281997%29
252,330,the lost world: jurassic park,1997,http://us.imdb.com/M/title-exact?Lost%20World%3A%20Jurassic%20Park%2C%20The%20%281997%29
254,415,batman & robin,1997,http://us.imdb.com/M/title-exact?Batman+%26+Robin+(1997)
255,8874,my best friend's wedding,1997,http://us.imdb.com/M/title-exact?My+Best+Friend%27s+Wedding+(1997)
257,607,men in black,1997,http://us.imdb.com/M/title-exact?Men+in+Black+(1997)
258,686,contact,1997,http://us.imdb.com/Title?Contact+(1997/I)
259,10603,george of the jungle,1997,http://us.imdb.com/M/title-exact?George+of+the+Jungle+(1997)
260,8413,event horizon,1997,http://us.imdb.com/M/title-exact?Event+Horizon+(1997)
261,20737,air bud,1997,http://us.imdb.com/M/title-exact?Air+Bud+(1997)
262,14585,in the company of men,1997,http://us.imdb.com/M/title-exact?In+the+Company+of+Men+(1997)
263,8854,steel,1997,http://us.imdb.com/M/title-exact?Steel+(1997)
265,1669,the hunt for red october,1990,http://us.imdb.com/M/title-exact?Hunt+for+Red+October%2C+The+(1990)
268,2255,chasing amy,1997,http://us.imdb.com/M/title-exact?Chasing+Amy+(1997)
269,9427,the full monty,1997,http://us.imdb.com/M/title-exact?Full+Monty%2C+The+(1997)
271,563,starship troopers,1997,http://us.imdb.com/M/title-exact?Starship+Troopers+(1997)
275,4584,sense and sensibility,1995,http://us.imdb.com/M/title-exact?Sense%20and%20Sensibility%20(1995)
276,451,leaving las vegas,1995,http://us.imdb.com/M/title-exact?Leaving%20Las%20Vegas%20(1995)
281,8987,the river wild,1994,"http://us.imdb.com/M/title-exact?River%20Wild,%20The%20(1994)"
282,1645,a time to kill,1996,"http://us.imdb.com/M/title-exact?Time%20to%20Kill,%20A%20(1996)"
284,10478,tin cup,1996,http://us.imdb.com/M/title-exact?Tin%20Cup%20(1996)
286,409,the english patient,1996,"http://us.imdb.com/M/title-exact?English%20Patient,%20The%20(1996)"
287,9819,marvin's room,1996,http://us.imdb.com/M/title-exact?Marvin's%20Room%20(1996)
288,4232,scream,1996,http://us.imdb.com/M/title-exact?Scream%20(1996)
289,8818,evita,1996,http://us.imdb.com/M/title-exact?Evita%20(1996)
291,66,absolute power,1997,http://us.imdb.com/M/title-exact?Absolute%20Power%20(1997)
293,9366,donnie brasco,1997,http://us.imdb.com/M/title-exact?Donnie%20Brasco%20(1997)
294,1624,liar liar,1997,http://us.imdb.com/Title?Liar+Liar+(1997)
297,55306,ulee's gold,1997,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997)
298,754,face/off,1997,http://us.imdb.com/M/title-exact?Face/Off+(1997)
300,9772,air force one,1997,http://us.imdb.com/M/title-exact?Air+Force+One+(1997)
301,10806,in & out,1997,http://us.imdb.com/Title?In+%26+Out+(1997)
303,55306,ulee's gold,1997,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997)
305,68924,the ice storm,1997,http://us.imdb.com/M/title-exact?Ice+Storm%2C+The+(1997)
307,1813,the devil's advocate,1997,"http://us.imdb.com/M/title-exact?Devil's+Advocate,+The+(1997)"
310,11975,the rainmaker,1997,"http://us.imdb.com/M/title-exact?Rainmaker,+The+(1997)"
312,8197,midnight in the garden of good and evil,1997,http://us.imdb.com/M/title-exact?Midnight+in+the+Garden+of+Good+and+Evil+(1997)
313,597,titanic,1997,http://us.imdb.com/M/title-exact?imdb-title-120338
316,2898,as good as it gets,1997,http://us.imdb.com/Title?As+Good+As+It+Gets+(1997)
318,424,schindler's list,1993,http://us.imdb.com/M/title-exact?Schindler's%20List%20(1993)
319,9716,everyone says i love you,1996,http://us.imdb.com/M/title-exact?Everyone%20Says%20I%20Love%20You%20(1996)
323,9619,dante's peak,1997,http://us.imdb.com/M/title-exact?Dante's%20Peak%20(1997)
326,4421,g.i. jane,1997,http://us.imdb.com/M/title-exact?G%2EI%2E+Jane+(1997)
328,8834,conspiracy theory,1997,http://us.imdb.com/M/title-exact?Conspiracy+Theory+(1997)
331,9433,the edge,1997,http://us.imdb.com/M/title-exact?Edge%2C+The+(1997/I)
332,9437,kiss the girls,1997,http://us.imdb.com/M/title-exact?Kiss+the+Girls+(1997)
333,2649,the game,1997,http://us.imdb.com/M/title-exact?Game%2C+The+(1997)
339,9770,mad city,1997,http://us.imdb.com/M/title-exact?Mad+City+(1997)
341,61337,critical care,1997,http://us.imdb.com/M/title-exact?Critical+Care+(1997)
342,9414,the man who knew too little,1997,http://us.imdb.com/M/title-exact?Man+Who+Knew+Too+Little%2C+The+(1997)
343,8078,alien: resurrection,1997,http://us.imdb.com/M/title-exact?Alien%3A+Resurrection+(1997)
344,2895,the apostle,1997,http://us.imdb.com/M/title-exact?imdb-title-118632
345,2639,deconstructing harry,1997,http://us.imdb.com/M/title-exact?imdb-title-118954
346,184,jackie brown,1997,http://us.imdb.com/M/title-exact?imdb-title-119396
349,11258,hard rain,1998,http://us.imdb.com/M/title-exact?imdb-title-120696
352,6116,spice world,1997,http://us.imdb.com/M/title-exact?imdb-title-120185
353,9457,deep rising,1998,http://us.imdb.com/M/title-exact?imdb-title-118956
355,10153,sphere,1998,http://us.imdb.com/M/title-exact?Sphere+(1998)
357,510,one flew over the cuckoo's nest,1975,http://us.imdb.com/M/title-exact?One%20Flew%20Over%20the%20Cuckoo's%20Nest%20(1975)
358,10336,spawn,1997,http://us.imdb.com/M/title-exact?Spawn+(1997/I)
364,9273,ace ventura: when nature calls,1995,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20When%20Nature%20Calls%20(1995)
367,9603,clueless,1995,http://us.imdb.com/M/title-exact?Clueless%20(1995)
370,9095,mary reilly,1996,http://us.imdb.com/M/title-exact?Mary%20Reilly%20(1996)
375,10802,showgirls,1995,http://us.imdb.com/M/title-exact?Showgirls%20(1995)
380,193,star trek: generations,1994,http://us.imdb.com/M/title-exact?Star%20Trek:%20Generations%20(1994)
383,888,the flintstones,1994,"http://us.imdb.com/M/title-exact?Flintstones,%20The%20(1994)"
385,36955,true lies,1994,http://us.imdb.com/M/title-exact?True%20Lies%20(1994)
387,10436,the age of innocence,1993,"http://us.imdb.com/M/title-exact?Age%20of%20Innocence,%20The%20(1993)"
388,306,beverly hills cop iii,1994,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Cop%20III%20(1994)
391,9593,last action hero,1993,http://us.imdb.com/M/title-exact?Last%20Action%20Hero%20(1993)
393,788,mrs. doubtfire,1993,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993)
396,11592,serial mom,1994,http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994)
398,9607,super mario bros.,1993,http://us.imdb.com/M/title-exact?Super%20Mario%20Bros.%20(1993)
402,251,ghost,1990,http://us.imdb.com/M/title-exact?Ghost%20(1990)
403,268,batman,1989,http://us.imdb.com/M/title-exact?Batman%20(1989)
404,10895,pinocchio,1940,http://us.imdb.com/M/title-exact?Pinocchio%20(1940)
405,954,mission: impossible,1996,http://us.imdb.com/M/title-exact?Mission:%20Impossible%20(1996)
406,10280,thinner,1996,http://us.imdb.com/M/title-exact?Thinner%20(1996)
410,11543,kingpin,1996,http://us.imdb.com/M/title-exact?Kingpin%20(1996)
411,9327,the nutty professor,1996,"http://us.imdb.com/M/title-exact?Nutty%20Professor,%20The%20(1996)"
419,433,mary poppins,1964,http://us.imdb.com/M/title-exact?Mary%20Poppins%20(1964)
423,601,e.t. the extra-terrestrial,1982,http://us.imdb.com/M/title-exact?E%2ET%2E%20the%20Extra-Terrestrial%20%281982%29
427,595,to kill a mockingbird,1962,http://us.imdb.com/M/title-exact?To%20Kill%20a%20Mockingbird%20(1962)
431,8009,highlander,1986,http://us.imdb.com/M/title-exact?Highlander%20(1986)
